n1,n2,id,weight,sub
szechuanpfeffer,tomatenmark,szechuanpfeffer--tomatenmark,1,B
szechuanpfeffer,rote_bete_blätter,rote_bete_blätter--szechuanpfeffer,1,B
szechuanpfeffer,mandarine,mandarine--szechuanpfeffer,1,B
jalapeno,mais,jalapeno--mais,1,B
jalapeno,maismehl,jalapeno--maismehl,1,B
jalapeno,cheddar,cheddar--jalapeno,1,B
jalapeno,chiliflocken,chiliflocken--jalapeno,1,B
jalapeno,butternusskürbis,butternusskürbis--jalapeno,1,B
jalapeno,limette,jalapeno--limette,3,B
jalapeno,koriandergrün,jalapeno--koriandergrün,1,B
jalapeno,cascabel,cascabel--jalapeno,1,B
jalapeno,mozzarella,jalapeno--mozzarella,1,B
jalapeno,tomatenmark,jalapeno--tomatenmark,1,B
jalapeno,tomate,jalapeno--tomate,1,B
jalapeno,cumin,cumin--jalapeno,3,B
jalapeno,habanero,habanero--jalapeno,1,B
jalapeno,olivenöl,jalapeno--olivenöl,3,B
jalapeno,knoblauch,jalapeno--knoblauch,3,B
jalapeno,ancho,ancho--jalapeno,1,B
jalapeno,avocado,avocado--jalapeno,1,B
jalapeno,paprikapulver,jalapeno--paprikapulver,1,B
jalapeno,weißweinessig,jalapeno--weißweinessig,1,B
jalapeno,lauchzwiebel,jalapeno--lauchzwiebel,2,B
jalapeno,ahornsirup,ahornsirup--jalapeno,1,B
chipotle,knoblauch,chipotle--knoblauch,1,B
chipotle,noriflocken,chipotle--noriflocken,1,B
chipotle,kirschtomaten,chipotle--kirschtomaten,1,B
chipotle,chilischote,chilischote--chipotle,1,B
chipotle,sesam,chipotle--sesam,1,B
chipotle,limette,chipotle--limette,1,B
chipotle,kaffirlimette,chipotle--kaffirlimette,1,B
chipotle,mayonnaise,chipotle--mayonnaise,1,B
chipotle,ahornsirup,ahornsirup--chipotle,1,B
chipotle,spitzpaprika,chipotle--spitzpaprika,1,B
chipotle,worcester,chipotle--worcester,1,B
steinpilz,miso,miso--steinpilz,1,B
steinpilz,röstzwiebeln,röstzwiebeln--steinpilz,1,B
steinpilz,erdnuss,erdnuss--steinpilz,1,B
steinpilz,noriflocken,noriflocken--steinpilz,1,B
steinpilz,chiliflocken,chiliflocken--steinpilz,1,B
steinpilz,brokkoli,brokkoli--steinpilz,1,B
steinpilz,austernpilz,austernpilz--steinpilz,2,B
steinpilz,gemüsebrühe,gemüsebrühe--steinpilz,1,B
steinpilz,parmesan,parmesan--steinpilz,1,B
steinpilz,apfelessig,apfelessig--steinpilz,1,B
steinpilz,tomatenmark,steinpilz--tomatenmark,2,B
steinpilz,tomate,steinpilz--tomate,2,B
steinpilz,cumin,cumin--steinpilz,1,B
steinpilz,hühnerbrühe,hühnerbrühe--steinpilz,1,B
steinpilz,olivenöl,olivenöl--steinpilz,3,B
steinpilz,nudeln,nudeln--steinpilz,1,B
steinpilz,pecorino,pecorino--steinpilz,1,B
steinpilz,knoblauch,knoblauch--steinpilz,3,B
steinpilz,chilischote,chilischote--steinpilz,1,B
steinpilz,pilze,pilze--steinpilz,2,B
steinpilz,sesam,sesam--steinpilz,1,B
steinpilz,harissa,harissa--steinpilz,1,B
steinpilz,graupen,graupen--steinpilz,1,B
steinpilz,basilikum,basilikum--steinpilz,1,B
steinpilz,rotwein,rotwein--steinpilz,1,B
zucchini,knoblauch,knoblauch--zucchini,1,B
zucchini,harissa,harissa--zucchini,1,B
zucchini,salzzitrone,salzzitrone--zucchini,1,B
zucchini,chilischote,chilischote--zucchini,1,B
zucchini,basilikum,basilikum--zucchini,1,B
zucchini,olivenöl,olivenöl--zucchini,1,B
majoran,parmesan,majoran--parmesan,1,B
majoran,pecorino,majoran--pecorino,1,B
majoran,zatar,majoran--zatar,1,B
majoran,olivenöl,majoran--olivenöl,1,B
majoran,nudeln,majoran--nudeln,1,B
cumin,golden_syrup,cumin--golden_syrup,1,B
cumin,ricotta,cumin--ricotta,1,B
cumin,brokkoli,brokkoli--cumin,1,B
cumin,austernpilz,austernpilz--cumin,2,B
cumin,schwarzkümmel,cumin--schwarzkümmel,1,B
cumin,safran,cumin--safran,1,B
cumin,reisessig,cumin--reisessig,1,B
cumin,balsamico,balsamico--cumin,1,B
cumin,schwarzer_knoblauch,cumin--schwarzer_knoblauch,1,B
cumin,hühnerbrühe,cumin--hühnerbrühe,4,B
cumin,olivenöl,cumin--olivenöl,20,B
cumin,knoblauch,cumin--knoblauch,18,B
cumin,curcuma,cumin--curcuma,4,B
cumin,ancho,ancho--cumin,1,B
cumin,kardamom,cumin--kardamom,2,B
cumin,tofu,cumin--tofu,2,B
cumin,radieschen,cumin--radieschen,1,B
cumin,paprikapulver,cumin--paprikapulver,1,B
cumin,cayennepfeffer,cayennepfeffer--cumin,2,B
cumin,paniermehl,cumin--paniermehl,1,B
cumin,babyspinat,babyspinat--cumin,3,B
cumin,lauchzwiebel,cumin--lauchzwiebel,6,B
cumin,ahornsirup,ahornsirup--cumin,4,B
cumin,graupen,cumin--graupen,1,B
cumin,süßkartoffel,cumin--süßkartoffel,1,B
cumin,rotwein,cumin--rotwein,1,B
cumin,fenchelsamen,cumin--fenchelsamen,1,B
cumin,mais,cumin--mais,1,B
cumin,miso,cumin--miso,1,B
cumin,garam_masala,cumin--garam_masala,1,B
cumin,maismehl,cumin--maismehl,2,B
cumin,kokosmilch,cumin--kokosmilch,1,B
cumin,erdnuss,cumin--erdnuss,1,B
cumin,portobello,cumin--portobello,1,B
cumin,cashew,cashew--cumin,1,B
cumin,cheddar,cheddar--cumin,1,B
cumin,chiliflocken,chiliflocken--cumin,4,B
cumin,kirschtomaten,cumin--kirschtomaten,2,B
cumin,senfsamen,cumin--senfsamen,3,B
cumin,butternusskürbis,butternusskürbis--cumin,1,B
cumin,parmesan,cumin--parmesan,1,B
cumin,limette,cumin--limette,11,B
cumin,apfelessig,apfelessig--cumin,3,B
cumin,curry,cumin--curry,2,B
cumin,koriandergrün,cumin--koriandergrün,8,B
cumin,cascabel,cascabel--cumin,2,B
cumin,mozzarella,cumin--mozzarella,1,B
cumin,kokosraspel,cumin--kokosraspel,1,B
cumin,tomatenmark,cumin--tomatenmark,7,B
cumin,tomate,cumin--tomate,5,B
cumin,geräuchertes_paprikapulver,cumin--geräuchertes_paprikapulver,2,B
cumin,rohrzucker,cumin--rohrzucker,1,B
cumin,habanero,cumin--habanero,1,B
cumin,nudeln,cumin--nudeln,2,B
cumin,banane,banane--cumin,1,B
cumin,curryblätter,cumin--curryblätter,3,B
cumin,avocado,avocado--cumin,3,B
cumin,dill,cumin--dill,3,B
cumin,tahina,cumin--tahina,1,B
cumin,chilischote,chilischote--cumin,15,B
cumin,datteln,cumin--datteln,1,B
cumin,mango,cumin--mango,1,B
cumin,mandel,cumin--mandel,1,B
cumin,weißweinessig,cumin--weißweinessig,3,B
cumin,orange,cumin--orange,1,B
cumin,olive,cumin--olive,1,B
cumin,panir,cumin--panir,1,B
cumin,schalotten,cumin--schalotten,4,B
cumin,kichererbsen,cumin--kichererbsen,2,B
cumin,harissa,cumin--harissa,1,B
cumin,auberginen,auberginen--cumin,2,B
cumin,joghurt,cumin--joghurt,1,B
cumin,tamarinde,cumin--tamarinde,1,B
cumin,basilikum,basilikum--cumin,1,B
cumin,rettich,cumin--rettich,1,B
hühnerbrühe,mais,hühnerbrühe--mais,1,B
hühnerbrühe,miso,hühnerbrühe--miso,2,B
hühnerbrühe,polenta,hühnerbrühe--polenta,1,B
hühnerbrühe,chiliflocken,chiliflocken--hühnerbrühe,1,B
hühnerbrühe,kirschtomaten,hühnerbrühe--kirschtomaten,1,B
hühnerbrühe,salzzitrone,hühnerbrühe--salzzitrone,1,B
hühnerbrühe,senfsamen,hühnerbrühe--senfsamen,1,B
hühnerbrühe,austernpilz,austernpilz--hühnerbrühe,1,B
hühnerbrühe,parmesan,hühnerbrühe--parmesan,1,B
hühnerbrühe,limette,hühnerbrühe--limette,2,B
hühnerbrühe,koriandergrün,hühnerbrühe--koriandergrün,3,B
hühnerbrühe,tomatenmark,hühnerbrühe--tomatenmark,2,B
hühnerbrühe,tomate,hühnerbrühe--tomate,1,B
hühnerbrühe,geräuchertes_paprikapulver,geräuchertes_paprikapulver--hühnerbrühe,1,B
hühnerbrühe,schafskäse,hühnerbrühe--schafskäse,1,B
hühnerbrühe,olivenöl,hühnerbrühe--olivenöl,8,B
hühnerbrühe,nudeln,hühnerbrühe--nudeln,1,B
hühnerbrühe,knoblauch,hühnerbrühe--knoblauch,7,B
hühnerbrühe,curcuma,curcuma--hühnerbrühe,1,B
hühnerbrühe,dill,dill--hühnerbrühe,3,B
hühnerbrühe,chilischote,chilischote--hühnerbrühe,4,B
hühnerbrühe,estragon,estragon--hühnerbrühe,1,B
hühnerbrühe,olive,hühnerbrühe--olive,1,B
hühnerbrühe,rotwein,hühnerbrühe--rotwein,1,B
hühnerbrühe,babyspinat,babyspinat--hühnerbrühe,3,B
hühnerbrühe,sesam,hühnerbrühe--sesam,1,B
hühnerbrühe,lauchzwiebel,hühnerbrühe--lauchzwiebel,4,B
hühnerbrühe,kichererbsen,hühnerbrühe--kichererbsen,1,B
hühnerbrühe,schalotten,hühnerbrühe--schalotten,1,B
hühnerbrühe,harissa,harissa--hühnerbrühe,1,B
hühnerbrühe,auberginen,auberginen--hühnerbrühe,1,B
hühnerbrühe,graupen,graupen--hühnerbrühe,1,B
hühnerbrühe,breite_bohnen,breite_bohnen--hühnerbrühe,1,B
olivenöl,crownprincekürbis,crownprincekürbis--olivenöl,1,B
olivenöl,pfirsich,olivenöl--pfirsich,1,B
olivenöl,pecorino,olivenöl--pecorino,2,B
olivenöl,curcuma,curcuma--olivenöl,5,B
olivenöl,ancho,ancho--olivenöl,1,B
olivenöl,kardamom,kardamom--olivenöl,4,B
olivenöl,tofu,olivenöl--tofu,2,B
olivenöl,radieschen,olivenöl--radieschen,3,B
olivenöl,cayennepfeffer,cayennepfeffer--olivenöl,4,B
olivenöl,kimchi,kimchi--olivenöl,1,B
olivenöl,chilipaste,chilipaste--olivenöl,1,B
olivenöl,mangold,mangold--olivenöl,1,B
olivenöl,babyspinat,babyspinat--olivenöl,5,B
olivenöl,rote_bete,olivenöl--rote_bete,1,B
olivenöl,ahornsirup,ahornsirup--olivenöl,12,B
olivenöl,graupen,graupen--olivenöl,2,B
olivenöl,dijonsenf,dijonsenf--olivenöl,3,B
olivenöl,süßkartoffel,olivenöl--süßkartoffel,2,B
olivenöl,shiitake,olivenöl--shiitake,1,B
olivenöl,oregano,olivenöl--oregano,3,B
olivenöl,miso,miso--olivenöl,4,B
olivenöl,garam_masala,garam_masala--olivenöl,1,B
olivenöl,kokosmilch,kokosmilch--olivenöl,1,B
olivenöl,röstzwiebeln,olivenöl--röstzwiebeln,1,B
olivenöl,thymian,olivenöl--thymian,4,B
olivenöl,berbere,berbere--olivenöl,1,B
olivenöl,mascarpone,mascarpone--olivenöl,1,B
olivenöl,butternusskürbis,butternusskürbis--olivenöl,3,B
olivenöl,gemüsebrühe,gemüsebrühe--olivenöl,2,B
olivenöl,schwarze_bohnen,olivenöl--schwarze_bohnen,1,B
olivenöl,apfelessig,apfelessig--olivenöl,6,B
olivenöl,cascabel,cascabel--olivenöl,3,B
olivenöl,brunnenkresse,brunnenkresse--olivenöl,1,B
olivenöl,mozzarella,mozzarella--olivenöl,1,B
olivenöl,tomatenmark,olivenöl--tomatenmark,12,B
olivenöl,spitzpaprika,olivenöl--spitzpaprika,2,B
olivenöl,geräuchertes_paprikapulver,geräuchertes_paprikapulver--olivenöl,2,B
olivenöl,schafskäse,olivenöl--schafskäse,2,B
olivenöl,kürbiskern,kürbiskern--olivenöl,1,B
olivenöl,habanero,habanero--olivenöl,1,B
olivenöl,nudeln,nudeln--olivenöl,5,B
olivenöl,banane,banane--olivenöl,1,B
olivenöl,curryblätter,curryblätter--olivenöl,4,B
olivenöl,dill,dill--olivenöl,11,B
olivenöl,tahina,olivenöl--tahina,4,B
olivenöl,chilischote,chilischote--olivenöl,39,B
olivenöl,datteln,datteln--olivenöl,1,B
olivenöl,mango,mango--olivenöl,1,B
olivenöl,aprikose,aprikose--olivenöl,1,B
olivenöl,olive,olive--olivenöl,4,B
olivenöl,sternanis,olivenöl--sternanis,2,B
olivenöl,kichererbsen,kichererbsen--olivenöl,4,B
olivenöl,auberginen,auberginen--olivenöl,7,B
olivenöl,tamarinde,olivenöl--tamarinde,2,B
olivenöl,breite_bohnen,breite_bohnen--olivenöl,2,B
olivenöl,basilikum,basilikum--olivenöl,8,B
olivenöl,rettich,olivenöl--rettich,1,B
olivenöl,reis,olivenöl--reis,2,B
olivenöl,staudensellerie,olivenöl--staudensellerie,1,B
olivenöl,golden_syrup,golden_syrup--olivenöl,1,B
olivenöl,ricotta,olivenöl--ricotta,3,B
olivenöl,büffelmozzarella,büffelmozzarella--olivenöl,1,B
olivenöl,isot_biber,isot_biber--olivenöl,3,B
olivenöl,schwarzkohl,olivenöl--schwarzkohl,1,B
olivenöl,polenta,olivenöl--polenta,3,B
olivenöl,noriflocken,noriflocken--olivenöl,1,B
olivenöl,austernpilz,austernpilz--olivenöl,3,B
olivenöl,brokkoli,brokkoli--olivenöl,1,B
olivenöl,schwarzkümmel,olivenöl--schwarzkümmel,4,B
olivenöl,couscous,couscous--olivenöl,1,B
olivenöl,safran,olivenöl--safran,1,B
olivenöl,cataloupemelone,cataloupemelone--olivenöl,1,B
olivenöl,kaffirlimette,kaffirlimette--olivenöl,2,B
olivenöl,reisessig,olivenöl--reisessig,6,B
olivenöl,balsamico,balsamico--olivenöl,1,B
olivenöl,salzmandeln,olivenöl--salzmandeln,4,B
olivenöl,schwarzer_knoblauch,olivenöl--schwarzer_knoblauch,3,B
olivenöl,sauerteigbrot,olivenöl--sauerteigbrot,2,B
olivenöl,knoblauch,knoblauch--olivenöl,58,B
olivenöl,crème_double,crème_double--olivenöl,1,B
olivenöl,grapefruit,grapefruit--olivenöl,1,B
olivenöl,paprikapulver,olivenöl--paprikapulver,3,B
olivenöl,pilze,olivenöl--pilze,2,B
olivenöl,reiswein,olivenöl--reiswein,2,B
olivenöl,estragon,estragon--olivenöl,3,B
olivenöl,paniermehl,olivenöl--paniermehl,2,B
olivenöl,sherryessig,olivenöl--sherryessig,1,B
olivenöl,sesam,olivenöl--sesam,8,B
olivenöl,lauchzwiebel,lauchzwiebel--olivenöl,11,B
olivenöl,gruyère,gruyère--olivenöl,1,B
olivenöl,paprika,olivenöl--paprika,1,B
olivenöl,eisbergsalat,eisbergsalat--olivenöl,1,B
olivenöl,sumach,olivenöl--sumach,1,B
olivenöl,rotwein,olivenöl--rotwein,1,B
olivenöl,topinambur,olivenöl--topinambur,1,B
olivenöl,fenchelsamen,fenchelsamen--olivenöl,1,B
olivenöl,feldsalat,feldsalat--olivenöl,1,B
olivenöl,mais,mais--olivenöl,3,B
olivenöl,maismehl,maismehl--olivenöl,2,B
olivenöl,erdnuss,erdnuss--olivenöl,2,B
olivenöl,portobello,olivenöl--portobello,1,B
olivenöl,cashew,cashew--olivenöl,1,B
olivenöl,cheddar,cheddar--olivenöl,1,B
olivenöl,chiliflocken,chiliflocken--olivenöl,11,B
olivenöl,salzzitrone,olivenöl--salzzitrone,2,B
olivenöl,honig,honig--olivenöl,2,B
olivenöl,kirschtomaten,kirschtomaten--olivenöl,5,B
olivenöl,senfsamen,olivenöl--senfsamen,6,B
olivenöl,parmesan,olivenöl--parmesan,8,B
olivenöl,cajunmischung,cajunmischung--olivenöl,1,B
olivenöl,limette,limette--olivenöl,27,B
olivenöl,rosmarin,olivenöl--rosmarin,1,B
olivenöl,curry,curry--olivenöl,3,B
olivenöl,koriandergrün,koriandergrün--olivenöl,17,B
olivenöl,bockshornklee,bockshornklee--olivenöl,1,B
olivenöl,kascha,kascha--olivenöl,1,B
olivenöl,kokosraspel,kokosraspel--olivenöl,2,B
olivenöl,tomate,olivenöl--tomate,11,B
olivenöl,mirin,mirin--olivenöl,2,B
olivenöl,rohrzucker,olivenöl--rohrzucker,1,B
olivenöl,feige,feige--olivenöl,1,B
olivenöl,pistazie,olivenöl--pistazie,1,B
olivenöl,wassermelone,olivenöl--wassermelone,1,B
olivenöl,weißwein,olivenöl--weißwein,1,B
olivenöl,avocado,avocado--olivenöl,4,B
olivenöl,crème_fraîche,crème_fraîche--olivenöl,1,B
olivenöl,mandel,mandel--olivenöl,2,B
olivenöl,weißweinessig,olivenöl--weißweinessig,5,B
olivenöl,orange,olivenöl--orange,2,B
olivenöl,panir,olivenöl--panir,1,B
olivenöl,schalotten,olivenöl--schalotten,14,B
olivenöl,harissa,harissa--olivenöl,4,B
olivenöl,joghurt,joghurt--olivenöl,10,B
olivenöl,rucola,olivenöl--rucola,1,B
olivenöl,zatar,olivenöl--zatar,2,B
olivenöl,weintrauben,olivenöl--weintrauben,1,B
olivenöl,thaibasilikum,olivenöl--thaibasilikum,1,B
olivenöl,chaat_masala,chaat_masala--olivenöl,1,B
olivenöl,granatapfel,granatapfel--olivenöl,1,B
crownprincekürbis,sternanis,crownprincekürbis--sternanis,1,B
crownprincekürbis,knoblauch,crownprincekürbis--knoblauch,1,B
crownprincekürbis,babyspinat,babyspinat--crownprincekürbis,1,B
crownprincekürbis,koriandergrün,crownprincekürbis--koriandergrün,1,B
crownprincekürbis,couscous,couscous--crownprincekürbis,1,B
crownprincekürbis,tomatenmark,crownprincekürbis--tomatenmark,1,B
crownprincekürbis,chiliflocken,chiliflocken--crownprincekürbis,1,B
crownprincekürbis,tomate,crownprincekürbis--tomate,1,B
pfirsich,breite_bohnen,breite_bohnen--pfirsich,1,B
pfirsich,honig,honig--pfirsich,1,B
pfirsich,salzmandeln,pfirsich--salzmandeln,1,B
pecorino,knoblauch,knoblauch--pecorino,1,B
pecorino,chilischote,chilischote--pecorino,1,B
pecorino,pilze,pecorino--pilze,1,B
pecorino,austernpilz,austernpilz--pecorino,1,B
pecorino,gemüsebrühe,gemüsebrühe--pecorino,1,B
pecorino,parmesan,parmesan--pecorino,2,B
pecorino,zatar,pecorino--zatar,1,B
pecorino,tomatenmark,pecorino--tomatenmark,1,B
pecorino,tomate,pecorino--tomate,1,B
pecorino,basilikum,basilikum--pecorino,1,B
pecorino,nudeln,nudeln--pecorino,2,B
curcuma,kokosmilch,curcuma--kokosmilch,2,B
curcuma,sprossen,curcuma--sprossen,1,B
curcuma,cashew,cashew--curcuma,1,B
curcuma,kirschtomaten,curcuma--kirschtomaten,1,B
curcuma,senfsamen,curcuma--senfsamen,3,B
curcuma,schwarzkümmel,curcuma--schwarzkümmel,2,B
curcuma,limette,curcuma--limette,5,B
curcuma,curry,curcuma--curry,1,B
curcuma,koriandergrün,curcuma--koriandergrün,5,B
curcuma,buttermilch,buttermilch--curcuma,1,B
curcuma,bockshornklee,bockshornklee--curcuma,1,B
curcuma,reisessig,curcuma--reisessig,1,B
curcuma,tomatenmark,curcuma--tomatenmark,1,B
curcuma,tomate,curcuma--tomate,2,B
curcuma,mirin,curcuma--mirin,2,B
curcuma,knoblauch,curcuma--knoblauch,6,B
curcuma,kardamom,curcuma--kardamom,1,B
curcuma,curryblätter,curcuma--curryblätter,2,B
curcuma,tofu,curcuma--tofu,1,B
curcuma,grapefruit,curcuma--grapefruit,2,B
curcuma,crème_fraîche,crème_fraîche--curcuma,1,B
curcuma,radieschen,curcuma--radieschen,1,B
curcuma,dill,curcuma--dill,1,B
curcuma,tahina,curcuma--tahina,1,B
curcuma,chilischote,chilischote--curcuma,8,B
curcuma,mandel,curcuma--mandel,1,B
curcuma,cayennepfeffer,cayennepfeffer--curcuma,1,B
curcuma,weißweinessig,curcuma--weißweinessig,1,B
curcuma,paniermehl,curcuma--paniermehl,1,B
curcuma,panir,curcuma--panir,1,B
curcuma,schalotten,curcuma--schalotten,3,B
curcuma,babyspinat,babyspinat--curcuma,1,B
curcuma,lauchzwiebel,curcuma--lauchzwiebel,4,B
curcuma,auberginen,auberginen--curcuma,2,B
curcuma,joghurt,curcuma--joghurt,1,B
curcuma,tamarinde,curcuma--tamarinde,2,B
curcuma,chaat_masala,chaat_masala--curcuma,1,B
ancho,mais,ancho--mais,1,B
ancho,knoblauch,ancho--knoblauch,1,B
ancho,maismehl,ancho--maismehl,1,B
ancho,avocado,ancho--avocado,1,B
ancho,cheddar,ancho--cheddar,1,B
ancho,paprikapulver,ancho--paprikapulver,1,B
ancho,chiliflocken,ancho--chiliflocken,1,B
ancho,weißweinessig,ancho--weißweinessig,1,B
ancho,limette,ancho--limette,1,B
ancho,koriandergrün,ancho--koriandergrün,1,B
ancho,lauchzwiebel,ancho--lauchzwiebel,1,B
ancho,mozzarella,ancho--mozzarella,1,B
ancho,tomatenmark,ancho--tomatenmark,1,B
ancho,tomate,ancho--tomate,1,B
ancho,habanero,ancho--habanero,1,B
grüner_spargel,sesam,grüner_spargel--sesam,1,B
grüner_spargel,reismehl,grüner_spargel--reismehl,1,B
grüner_spargel,knoblauch,grüner_spargel--knoblauch,1,B
grüner_spargel,koriandergrün,grüner_spargel--koriandergrün,1,B
grüner_spargel,lauchzwiebel,grüner_spargel--lauchzwiebel,1,B
grüner_spargel,chilischote,chilischote--grüner_spargel,1,B
grüner_spargel,honig,grüner_spargel--honig,1,B
grüner_spargel,chilipaste,chilipaste--grüner_spargel,1,B
tofu,pinienkerne,pinienkerne--tofu,1,B
tofu,cashew,cashew--tofu,1,B
tofu,chiliflocken,chiliflocken--tofu,1,B
tofu,kirschtomaten,kirschtomaten--tofu,1,B
tofu,limette,limette--tofu,2,B
tofu,apfelessig,apfelessig--tofu,1,B
tofu,koriandergrün,koriandergrün--tofu,2,B
tofu,tomatenmark,tofu--tomatenmark,1,B
tofu,tomate,tofu--tomate,1,B
tofu,choisum,choisum--tofu,1,B
tofu,nudeln,nudeln--tofu,1,B
tofu,knoblauch,knoblauch--tofu,4,B
tofu,kardamom,kardamom--tofu,2,B
tofu,blutorangen,blutorangen--tofu,1,B
tofu,tahina,tahina--tofu,1,B
tofu,chilischote,chilischote--tofu,4,B
tofu,mandel,mandel--tofu,1,B
tofu,reiswein,reiswein--tofu,1,B
tofu,paniermehl,paniermehl--tofu,1,B
tofu,sesam,sesam--tofu,2,B
tofu,schalotten,schalotten--tofu,1,B
tofu,babyspinat,babyspinat--tofu,1,B
tofu,lauchzwiebel,lauchzwiebel--tofu,3,B
tofu,fischsauce,fischsauce--tofu,1,B
tofu,ahornsirup,ahornsirup--tofu,2,B
tofu,auberginen,auberginen--tofu,1,B
tofu,tamarinde,tamarinde--tofu,1,B
tofu,thaibasilikum,thaibasilikum--tofu,1,B
tofu,staudensellerie,staudensellerie--tofu,1,B
tofu,reis,reis--tofu,2,B
kardamom,cashew,cashew--kardamom,1,B
kardamom,kirschtomaten,kardamom--kirschtomaten,1,B
kardamom,honig,honig--kardamom,1,B
kardamom,limette,kardamom--limette,5,B
kardamom,koriandergrün,kardamom--koriandergrün,1,B
kardamom,tomatenmark,kardamom--tomatenmark,1,B
kardamom,tomate,kardamom--tomate,2,B
kardamom,choisum,choisum--kardamom,1,B
kardamom,knoblauch,kardamom--knoblauch,6,B
kardamom,pistazie,kardamom--pistazie,1,B
kardamom,curryblätter,curryblätter--kardamom,1,B
kardamom,tahina,kardamom--tahina,1,B
kardamom,dill,dill--kardamom,1,B
kardamom,chilischote,chilischote--kardamom,5,B
kardamom,mandel,kardamom--mandel,1,B
kardamom,weißweinessig,kardamom--weißweinessig,1,B
kardamom,paniermehl,kardamom--paniermehl,1,B
kardamom,schalotten,kardamom--schalotten,2,B
kardamom,lauchzwiebel,kardamom--lauchzwiebel,1,B
kardamom,joghurt,joghurt--kardamom,1,B
kardamom,ahornsirup,ahornsirup--kardamom,1,B
kardamom,tamarinde,kardamom--tamarinde,1,B
kardamom,dijonsenf,dijonsenf--kardamom,1,B
kardamom,süßkartoffel,kardamom--süßkartoffel,1,B
radieschen,golden_syrup,golden_syrup--radieschen,1,B
radieschen,röstzwiebeln,radieschen--röstzwiebeln,1,B
radieschen,kokosmilch,kokosmilch--radieschen,1,B
radieschen,erdnuss,erdnuss--radieschen,1,B
radieschen,sprossen,radieschen--sprossen,1,B
radieschen,isot_biber,isot_biber--radieschen,1,B
radieschen,chiliflocken,chiliflocken--radieschen,1,B
radieschen,parmesan,parmesan--radieschen,1,B
radieschen,limette,limette--radieschen,3,B
radieschen,reis,radieschen--reis,1,B
radieschen,koriandergrün,koriandergrün--radieschen,1,B
radieschen,reisessig,radieschen--reisessig,2,B
radieschen,mirin,mirin--radieschen,1,B
radieschen,salzmandeln,radieschen--salzmandeln,1,B
radieschen,sauerteigbrot,radieschen--sauerteigbrot,1,B
radieschen,kürbiskern,kürbiskern--radieschen,1,B
radieschen,knoblauch,knoblauch--radieschen,5,B
radieschen,avocado,avocado--radieschen,1,B
radieschen,grapefruit,grapefruit--radieschen,1,B
radieschen,paprikapulver,paprikapulver--radieschen,1,B
radieschen,chilischote,chilischote--radieschen,3,B
radieschen,mandel,mandel--radieschen,1,B
radieschen,cayennepfeffer,cayennepfeffer--radieschen,1,B
radieschen,schalotten,radieschen--schalotten,1,B
radieschen,sesam,radieschen--sesam,1,B
radieschen,lauchzwiebel,lauchzwiebel--radieschen,2,B
radieschen,auberginen,auberginen--radieschen,1,B
radieschen,joghurt,joghurt--radieschen,1,B
radieschen,eisbergsalat,eisbergsalat--radieschen,1,B
radieschen,dijonsenf,dijonsenf--radieschen,1,B
radieschen,thaibasilikum,radieschen--thaibasilikum,1,B
radieschen,rettich,radieschen--rettich,1,B
radieschen,shiitake,radieschen--shiitake,1,B
radieschen,topinambur,radieschen--topinambur,1,B
radieschen,mandarine,mandarine--radieschen,1,B
frischkäse,sternanis,frischkäse--sternanis,1,B
frischkäse,knoblauch,frischkäse--knoblauch,1,B
frischkäse,limette,frischkäse--limette,1,B
frischkäse,spitzkohl,frischkäse--spitzkohl,1,B
frischkäse,schalotten,frischkäse--schalotten,1,B
frischkäse,sesam,frischkäse--sesam,1,B
frischkäse,paprikapulver,frischkäse--paprikapulver,1,B
frischkäse,chiliflocken,chiliflocken--frischkäse,1,B
frischkäse,tomatenmark,frischkäse--tomatenmark,1,B
frischkäse,chilischote,chilischote--frischkäse,1,B
cayennepfeffer,golden_syrup,cayennepfeffer--golden_syrup,1,B
cayennepfeffer,erdnuss,cayennepfeffer--erdnuss,1,B
cayennepfeffer,thymian,cayennepfeffer--thymian,1,B
cayennepfeffer,senfsamen,cayennepfeffer--senfsamen,1,B
cayennepfeffer,limette,cayennepfeffer--limette,3,B
cayennepfeffer,curry,cayennepfeffer--curry,1,B
cayennepfeffer,koriandergrün,cayennepfeffer--koriandergrün,3,B
cayennepfeffer,bockshornklee,bockshornklee--cayennepfeffer,1,B
cayennepfeffer,kokosraspel,cayennepfeffer--kokosraspel,1,B
cayennepfeffer,rohrzucker,cayennepfeffer--rohrzucker,1,B
cayennepfeffer,knoblauch,cayennepfeffer--knoblauch,3,B
cayennepfeffer,banane,banane--cayennepfeffer,1,B
cayennepfeffer,grapefruit,cayennepfeffer--grapefruit,1,B
cayennepfeffer,crème_fraîche,cayennepfeffer--crème_fraîche,1,B
cayennepfeffer,chilischote,cayennepfeffer--chilischote,3,B
cayennepfeffer,estragon,cayennepfeffer--estragon,1,B
cayennepfeffer,schalotten,cayennepfeffer--schalotten,2,B
cayennepfeffer,rettich,cayennepfeffer--rettich,1,B
chilipaste,miso,chilipaste--miso,1,B
chilipaste,knoblauch,chilipaste--knoblauch,2,B
chilipaste,honig,chilipaste--honig,1,B
chilipaste,chilischote,chilipaste--chilischote,1,B
chilipaste,limette,chilipaste--limette,1,B
chilipaste,reismehl,chilipaste--reismehl,1,B
chilipaste,sesam,chilipaste--sesam,2,B
