n1,n2,id,weight,sub
erdnussöl,chilischote,chilischote--erdnussöl,1,B
erdnussöl,knoblauch,erdnussöl--knoblauch,1,B
erdnussöl,tamarinde,erdnussöl--tamarinde,1,B
erdnussöl,lauchzwiebel,erdnussöl--lauchzwiebel,1,B
erdnussöl,limette,erdnussöl--limette,1,B
erdnussöl,ingwer,erdnussöl--ingwer,1,B
erdnussöl,fischsauce,erdnussöl--fischsauce,2,B
erdnussöl,orange,erdnussöl--orange,1,B
buttermilch,curcuma,buttermilch--curcuma,1,B
buttermilch,lauchzwiebel,buttermilch--lauchzwiebel,1,B
buttermilch,limette,buttermilch--limette,1,B
buttermilch,chilischote,buttermilch--chilischote,1,B
buttermilch,schwarzkümmel,buttermilch--schwarzkümmel,1,B
buttermilch,knoblauch,buttermilch--knoblauch,1,B
süßkartoffel,ahornsirup,ahornsirup--süßkartoffel,1,B
süßkartoffel,chilischote,chilischote--süßkartoffel,2,B
süßkartoffel,knoblauch,knoblauch--süßkartoffel,2,B
süßkartoffel,olivenöl,olivenöl--süßkartoffel,2,B
süßkartoffel,cumin,cumin--süßkartoffel,1,B
süßkartoffel,granatapfelsirup,granatapfelsirup--süßkartoffel,1,B
süßkartoffel,dill,dill--süßkartoffel,1,B
süßkartoffel,limette,limette--süßkartoffel,2,B
süßkartoffel,tomatenmark,süßkartoffel--tomatenmark,1,B
noriflocken,ahornsirup,ahornsirup--noriflocken,1,B
noriflocken,chilischote,chilischote--noriflocken,1,B
noriflocken,mohn,mohn--noriflocken,1,B
noriflocken,steinpilz,noriflocken--steinpilz,1,B
noriflocken,lauchzwiebel,lauchzwiebel--noriflocken,1,B
noriflocken,limette,limette--noriflocken,2,B
noriflocken,apfelessig,apfelessig--noriflocken,1,B
noriflocken,worcester,noriflocken--worcester,1,B
noriflocken,kaffirlimette,kaffirlimette--noriflocken,1,B
noriflocken,knoblauch,knoblauch--noriflocken,2,B
noriflocken,olivenöl,noriflocken--olivenöl,1,B
noriflocken,pilze,noriflocken--pilze,1,B
noriflocken,ingwer,ingwer--noriflocken,1,B
parmesan,ahornsirup,ahornsirup--parmesan,2,B
parmesan,nudeln,nudeln--parmesan,3,B
parmesan,chilischote,chilischote--parmesan,2,B
parmesan,babyspinat,babyspinat--parmesan,1,B
parmesan,steinpilz,parmesan--steinpilz,1,B
parmesan,dill,dill--parmesan,1,B
parmesan,lauchzwiebel,lauchzwiebel--parmesan,1,B
parmesan,hühnerbrühe,hühnerbrühe--parmesan,1,B
parmesan,majoran,majoran--parmesan,1,B
parmesan,apfelessig,apfelessig--parmesan,1,B
parmesan,basilikum,basilikum--parmesan,4,B
parmesan,sauerteigbrot,parmesan--sauerteigbrot,1,B
parmesan,austernpilz,austernpilz--parmesan,1,B
parmesan,safran,parmesan--safran,1,B
parmesan,koriandergrün,koriandergrün--parmesan,1,B
parmesan,olive,olive--parmesan,2,B
parmesan,knoblauch,knoblauch--parmesan,7,B
parmesan,olivenöl,olivenöl--parmesan,8,B
parmesan,avocado,avocado--parmesan,1,B
parmesan,cumin,cumin--parmesan,1,B
parmesan,isot_biber,isot_biber--parmesan,1,B
parmesan,schafskäse,parmesan--schafskäse,1,B
parmesan,pilze,parmesan--pilze,1,B
parmesan,auberginen,auberginen--parmesan,2,B
parmesan,paniermehl,paniermehl--parmesan,1,B
parmesan,radieschen,parmesan--radieschen,1,B
parmesan,tomatenmark,parmesan--tomatenmark,2,B
schwarzkohl,minze,minze--schwarzkohl,1,B
schwarzkohl,dill,dill--schwarzkohl,1,B
schwarzkohl,lauchzwiebel,lauchzwiebel--schwarzkohl,1,B
schwarzkohl,limette,limette--schwarzkohl,1,B
schwarzkohl,knoblauch,knoblauch--schwarzkohl,1,B
schwarzkohl,olivenöl,olivenöl--schwarzkohl,1,B
schafskäse,paprika,paprika--schafskäse,1,B
schafskäse,babyspinat,babyspinat--schafskäse,1,B
schafskäse,chilischote,chilischote--schafskäse,1,B
schafskäse,koriandergrün,koriandergrün--schafskäse,1,B
schafskäse,knoblauch,knoblauch--schafskäse,1,B
schafskäse,olivenöl,olivenöl--schafskäse,2,B
schafskäse,estragon,estragon--schafskäse,1,B
schafskäse,lauchzwiebel,lauchzwiebel--schafskäse,1,B
schafskäse,dill,dill--schafskäse,1,B
schafskäse,hühnerbrühe,hühnerbrühe--schafskäse,1,B
schafskäse,schwarzkümmel,schafskäse--schwarzkümmel,1,B
schafskäse,apfelessig,apfelessig--schafskäse,1,B
ingwer,ahornsirup,ahornsirup--ingwer,3,B
ingwer,spitzkohl,ingwer--spitzkohl,1,B
ingwer,mangopickle,ingwer--mangopickle,2,B
ingwer,topinambur,ingwer--topinambur,1,B
ingwer,reiswein,ingwer--reiswein,1,B
ingwer,lauchzwiebel,ingwer--lauchzwiebel,11,B
ingwer,pinienkerne,ingwer--pinienkerne,2,B
ingwer,orange,ingwer--orange,1,B
ingwer,apfelessig,apfelessig--ingwer,1,B
ingwer,minze,ingwer--minze,3,B
ingwer,kaffirlimette,ingwer--kaffirlimette,1,B
ingwer,knoblauch,ingwer--knoblauch,15,B
ingwer,olivenöl,ingwer--olivenöl,13,B
ingwer,curry,curry--ingwer,2,B
ingwer,cumin,cumin--ingwer,6,B
ingwer,mango,ingwer--mango,1,B
ingwer,frischkäse,frischkäse--ingwer,1,B
ingwer,miso,ingwer--miso,2,B
ingwer,crème_double,crème_double--ingwer,1,B
ingwer,chilischote,chilischote--ingwer,15,B
ingwer,mohn,ingwer--mohn,1,B
ingwer,banane,banane--ingwer,1,B
ingwer,mandarine,ingwer--mandarine,1,B
ingwer,limette,ingwer--limette,12,B
ingwer,hühnerbrühe,hühnerbrühe--ingwer,2,B
ingwer,rohrzucker,ingwer--rohrzucker,1,B
ingwer,tofu,ingwer--tofu,2,B
ingwer,koriandergrün,ingwer--koriandergrün,7,B
ingwer,tamarinde,ingwer--tamarinde,1,B
ingwer,curcuma,curcuma--ingwer,4,B
ingwer,fischsauce,fischsauce--ingwer,1,B
ingwer,auberginen,auberginen--ingwer,4,B
ingwer,rote_bete,ingwer--rote_bete,1,B
ingwer,kokosraspel,ingwer--kokosraspel,1,B
ingwer,schwarzkümmel,ingwer--schwarzkümmel,2,B
ingwer,paniermehl,ingwer--paniermehl,1,B
ingwer,radieschen,ingwer--radieschen,3,B
ingwer,tomatenmark,ingwer--tomatenmark,2,B
ancho,maismehl,ancho--maismehl,1,B
ancho,habanero,ancho--habanero,1,B
ancho,koriandergrün,ancho--koriandergrün,1,B
ancho,knoblauch,ancho--knoblauch,1,B
ancho,olivenöl,ancho--olivenöl,1,B
ancho,avocado,ancho--avocado,1,B
ancho,cumin,ancho--cumin,1,B
ancho,limette,ancho--limette,1,B
ancho,lauchzwiebel,ancho--lauchzwiebel,1,B
ancho,jalapeno,ancho--jalapeno,1,B
ancho,tomatenmark,ancho--tomatenmark,1,B
kokosraspel,minze,kokosraspel--minze,1,B
kokosraspel,chilischote,chilischote--kokosraspel,2,B
kokosraspel,kaffirlimette,kaffirlimette--kokosraspel,1,B
kokosraspel,koriandergrün,kokosraspel--koriandergrün,1,B
kokosraspel,knoblauch,knoblauch--kokosraspel,1,B
kokosraspel,olivenöl,kokosraspel--olivenöl,2,B
kokosraspel,banane,banane--kokosraspel,1,B
kokosraspel,cumin,cumin--kokosraspel,1,B
kokosraspel,limette,kokosraspel--limette,2,B
kokosraspel,rohrzucker,kokosraspel--rohrzucker,1,B
crème_fraîche,minze,crème_fraîche--minze,1,B
crème_fraîche,curcuma,crème_fraîche--curcuma,1,B
crème_fraîche,limette,crème_fraîche--limette,1,B
crème_fraîche,chilischote,chilischote--crème_fraîche,1,B
crème_fraîche,knoblauch,crème_fraîche--knoblauch,1,B
crème_fraîche,koriandergrün,crème_fraîche--koriandergrün,1,B
crème_fraîche,olivenöl,crème_fraîche--olivenöl,1,B
ahornsirup,reiswein,ahornsirup--reiswein,3,B
ahornsirup,lauchzwiebel,ahornsirup--lauchzwiebel,3,B
ahornsirup,pinienkerne,ahornsirup--pinienkerne,2,B
ahornsirup,sumach,ahornsirup--sumach,1,B
ahornsirup,orange,ahornsirup--orange,2,B
ahornsirup,apfelessig,ahornsirup--apfelessig,1,B
ahornsirup,minze,ahornsirup--minze,3,B
ahornsirup,austernpilz,ahornsirup--austernpilz,2,B
ahornsirup,worcester,ahornsirup--worcester,1,B
ahornsirup,maismehl,ahornsirup--maismehl,1,B
ahornsirup,kaffirlimette,ahornsirup--kaffirlimette,2,B
ahornsirup,weintrauben,ahornsirup--weintrauben,1,B
ahornsirup,olivenöl,ahornsirup--olivenöl,12,B
ahornsirup,knoblauch,ahornsirup--knoblauch,15,B
ahornsirup,avocado,ahornsirup--avocado,1,B
ahornsirup,feige,ahornsirup--feige,1,B
ahornsirup,cumin,ahornsirup--cumin,4,B
ahornsirup,rucola,ahornsirup--rucola,1,B
ahornsirup,nudeln,ahornsirup--nudeln,3,B
ahornsirup,chilischote,ahornsirup--chilischote,11,B
ahornsirup,mandarine,ahornsirup--mandarine,1,B
ahornsirup,dill,ahornsirup--dill,4,B
ahornsirup,limette,ahornsirup--limette,9,B
ahornsirup,jalapeno,ahornsirup--jalapeno,1,B
ahornsirup,tofu,ahornsirup--tofu,2,B
ahornsirup,basilikum,ahornsirup--basilikum,1,B
ahornsirup,koriandergrün,ahornsirup--koriandergrün,3,B
ahornsirup,safran,ahornsirup--safran,1,B
ahornsirup,tamarinde,ahornsirup--tamarinde,2,B
ahornsirup,fischsauce,ahornsirup--fischsauce,2,B
ahornsirup,auberginen,ahornsirup--auberginen,2,B
ahornsirup,aprikose,ahornsirup--aprikose,1,B
ahornsirup,schwarzkümmel,ahornsirup--schwarzkümmel,1,B
ahornsirup,tomatenmark,ahornsirup--tomatenmark,1,B
ahornsirup,thymian,ahornsirup--thymian,1,B
büffelmozzarella,kascha,büffelmozzarella--kascha,1,B
büffelmozzarella,wassermelone,büffelmozzarella--wassermelone,1,B
büffelmozzarella,olivenöl,büffelmozzarella--olivenöl,1,B
mangopickle,chilischote,chilischote--mangopickle,2,B
mangopickle,koriandergrün,koriandergrün--mangopickle,1,B
mangopickle,olivenöl,mangopickle--olivenöl,2,B
mangopickle,knoblauch,knoblauch--mangopickle,1,B
mangopickle,curry,curry--mangopickle,1,B
mangopickle,cumin,cumin--mangopickle,2,B
mangopickle,mango,mango--mangopickle,1,B
mangopickle,lauchzwiebel,lauchzwiebel--mangopickle,1,B
mangopickle,limette,limette--mangopickle,2,B
mangopickle,curcuma,curcuma--mangopickle,1,B
mangopickle,auberginen,auberginen--mangopickle,1,B
mangopickle,tomatenmark,mangopickle--tomatenmark,1,B
mangopickle,apfelessig,apfelessig--mangopickle,1,B
chaat_masala,tamarinde,chaat_masala--tamarinde,1,B
chaat_masala,curcuma,chaat_masala--curcuma,1,B
chaat_masala,limette,chaat_masala--limette,1,B
chaat_masala,chilischote,chaat_masala--chilischote,1,B
chaat_masala,koriandergrün,chaat_masala--koriandergrün,1,B
chaat_masala,schwarzkümmel,chaat_masala--schwarzkümmel,1,B
chaat_masala,olivenöl,chaat_masala--olivenöl,1,B
steinpilz,nudeln,nudeln--steinpilz,1,B
steinpilz,chilischote,chilischote--steinpilz,1,B
steinpilz,hühnerbrühe,hühnerbrühe--steinpilz,1,B
steinpilz,basilikum,basilikum--steinpilz,1,B
steinpilz,apfelessig,apfelessig--steinpilz,1,B
steinpilz,austernpilz,austernpilz--steinpilz,2,B
steinpilz,olivenöl,olivenöl--steinpilz,3,B
steinpilz,knoblauch,knoblauch--steinpilz,3,B
steinpilz,cumin,cumin--steinpilz,1,B
steinpilz,pilze,pilze--steinpilz,2,B
steinpilz,miso,miso--steinpilz,1,B
steinpilz,tomatenmark,steinpilz--tomatenmark,2,B
topinambur,limette,limette--topinambur,1,B
topinambur,knoblauch,knoblauch--topinambur,1,B
topinambur,chilischote,chilischote--topinambur,1,B
topinambur,radieschen,radieschen--topinambur,1,B
topinambur,olivenöl,olivenöl--topinambur,1,B
reiswein,chilischote,chilischote--reiswein,3,B
reiswein,weintrauben,reiswein--weintrauben,1,B
reiswein,knoblauch,knoblauch--reiswein,1,B
reiswein,olivenöl,olivenöl--reiswein,2,B
reiswein,feige,feige--reiswein,1,B
reiswein,lauchzwiebel,lauchzwiebel--reiswein,1,B
reiswein,pinienkerne,pinienkerne--reiswein,1,B
reiswein,auberginen,auberginen--reiswein,1,B
reiswein,rucola,reiswein--rucola,1,B
reiswein,tofu,reiswein--tofu,1,B
cajunmischung,knoblauch,cajunmischung--knoblauch,1,B
cajunmischung,olivenöl,cajunmischung--olivenöl,1,B
cajunmischung,schwarzer_knoblauch,cajunmischung--schwarzer_knoblauch,1,B
lauchzwiebel,pinienkerne,lauchzwiebel--pinienkerne,1,B
lauchzwiebel,orange,lauchzwiebel--orange,1,B
lauchzwiebel,apfelessig,apfelessig--lauchzwiebel,1,B
lauchzwiebel,minze,lauchzwiebel--minze,3,B
lauchzwiebel,maismehl,lauchzwiebel--maismehl,1,B
lauchzwiebel,habanero,habanero--lauchzwiebel,1,B
lauchzwiebel,knoblauch,knoblauch--lauchzwiebel,15,B
lauchzwiebel,olivenöl,lauchzwiebel--olivenöl,11,B
lauchzwiebel,avocado,avocado--lauchzwiebel,1,B
lauchzwiebel,honig,honig--lauchzwiebel,1,B
lauchzwiebel,curry,curry--lauchzwiebel,1,B
lauchzwiebel,cumin,cumin--lauchzwiebel,6,B
lauchzwiebel,mango,lauchzwiebel--mango,1,B
lauchzwiebel,miso,lauchzwiebel--miso,1,B
lauchzwiebel,grüner_spargel,grüner_spargel--lauchzwiebel,1,B
lauchzwiebel,nudeln,lauchzwiebel--nudeln,1,B
lauchzwiebel,babyspinat,babyspinat--lauchzwiebel,2,B
lauchzwiebel,chilischote,chilischote--lauchzwiebel,11,B
lauchzwiebel,mohn,lauchzwiebel--mohn,1,B
lauchzwiebel,mandarine,lauchzwiebel--mandarine,1,B
lauchzwiebel,dill,dill--lauchzwiebel,3,B
lauchzwiebel,limette,lauchzwiebel--limette,10,B
lauchzwiebel,hühnerbrühe,hühnerbrühe--lauchzwiebel,4,B
lauchzwiebel,jalapeno,jalapeno--lauchzwiebel,2,B
lauchzwiebel,tofu,lauchzwiebel--tofu,3,B
lauchzwiebel,koriandergrün,koriandergrün--lauchzwiebel,7,B
lauchzwiebel,tamarinde,lauchzwiebel--tamarinde,1,B
lauchzwiebel,curcuma,curcuma--lauchzwiebel,4,B
lauchzwiebel,fischsauce,fischsauce--lauchzwiebel,2,B
lauchzwiebel,auberginen,auberginen--lauchzwiebel,3,B
lauchzwiebel,schwarzkümmel,lauchzwiebel--schwarzkümmel,2,B
lauchzwiebel,paniermehl,lauchzwiebel--paniermehl,1,B
lauchzwiebel,radieschen,lauchzwiebel--radieschen,2,B
lauchzwiebel,tomatenmark,lauchzwiebel--tomatenmark,1,B
granatapfel,isot_biber,granatapfel--isot_biber,1,B
granatapfel,olivenöl,granatapfel--olivenöl,1,B
pinienkerne,chilischote,chilischote--pinienkerne,1,B
pinienkerne,knoblauch,knoblauch--pinienkerne,1,B
pinienkerne,auberginen,auberginen--pinienkerne,1,B
pinienkerne,tofu,pinienkerne--tofu,1,B
kascha,wassermelone,kascha--wassermelone,1,B
kascha,olivenöl,kascha--olivenöl,1,B
sumach,minze,minze--sumach,1,B
sumach,dill,dill--sumach,1,B
sumach,limette,limette--sumach,1,B
sumach,aprikose,aprikose--sumach,1,B
sumach,olivenöl,olivenöl--sumach,1,B
sumach,knoblauch,knoblauch--sumach,1,B
orange,limette,limette--orange,1,B
orange,austernpilz,austernpilz--orange,1,B
orange,maismehl,maismehl--orange,1,B
orange,koriandergrün,koriandergrün--orange,1,B
orange,olivenöl,olivenöl--orange,2,B
orange,knoblauch,knoblauch--orange,3,B
orange,avocado,avocado--orange,1,B
orange,cumin,cumin--orange,1,B
orange,fischsauce,fischsauce--orange,1,B
majoran,nudeln,majoran--nudeln,1,B
majoran,olivenöl,majoran--olivenöl,1,B
apfelessig,nudeln,apfelessig--nudeln,1,B
apfelessig,paprika,apfelessig--paprika,1,B
apfelessig,chilischote,apfelessig--chilischote,4,B
apfelessig,babyspinat,apfelessig--babyspinat,1,B
apfelessig,limette,apfelessig--limette,2,B
apfelessig,tofu,apfelessig--tofu,1,B
apfelessig,basilikum,apfelessig--basilikum,2,B
apfelessig,knoblauch,apfelessig--knoblauch,5,B
apfelessig,olivenöl,apfelessig--olivenöl,6,B
apfelessig,cumin,apfelessig--cumin,3,B
apfelessig,estragon,apfelessig--estragon,1,B
apfelessig,pilze,apfelessig--pilze,1,B
apfelessig,mango,apfelessig--mango,1,B
apfelessig,schwarzkümmel,apfelessig--schwarzkümmel,1,B
apfelessig,tomatenmark,apfelessig--tomatenmark,1,B
pistazie,minze,minze--pistazie,1,B
pistazie,tamarinde,pistazie--tamarinde,1,B
pistazie,honig,honig--pistazie,1,B
pistazie,limette,limette--pistazie,1,B
pistazie,chilischote,chilischote--pistazie,1,B
pistazie,olivenöl,olivenöl--pistazie,1,B
pistazie,knoblauch,knoblauch--pistazie,1,B
minze,austernpilz,austernpilz--minze,1,B
minze,kaffirlimette,kaffirlimette--minze,1,B
minze,knoblauch,knoblauch--minze,8,B
minze,olivenöl,minze--olivenöl,10,B
minze,honig,honig--minze,2,B
minze,curry,curry--minze,1,B
minze,cumin,cumin--minze,2,B
minze,nudeln,minze--nudeln,1,B
minze,chilischote,chilischote--minze,10,B
minze,banane,banane--minze,1,B
minze,mandarine,mandarine--minze,1,B
minze,dill,dill--minze,5,B
minze,limette,limette--minze,10,B
minze,rohrzucker,minze--rohrzucker,1,B
minze,basilikum,basilikum--minze,1,B
minze,koriandergrün,koriandergrün--minze,2,B
minze,tamarinde,minze--tamarinde,2,B
minze,curcuma,curcuma--minze,2,B
minze,fischsauce,fischsauce--minze,1,B
minze,auberginen,auberginen--minze,1,B
minze,aprikose,aprikose--minze,1,B
minze,schwarzkümmel,minze--schwarzkümmel,1,B
minze,radieschen,minze--radieschen,1,B
austernpilz,nudeln,austernpilz--nudeln,2,B
austernpilz,chilischote,austernpilz--chilischote,2,B
austernpilz,limette,austernpilz--limette,2,B
austernpilz,hühnerbrühe,austernpilz--hühnerbrühe,1,B
austernpilz,basilikum,austernpilz--basilikum,1,B
austernpilz,maismehl,austernpilz--maismehl,1,B
austernpilz,koriandergrün,austernpilz--koriandergrün,1,B
austernpilz,knoblauch,austernpilz--knoblauch,3,B
austernpilz,olivenöl,austernpilz--olivenöl,3,B
austernpilz,avocado,austernpilz--avocado,1,B
austernpilz,cumin,austernpilz--cumin,2,B
austernpilz,tamarinde,austernpilz--tamarinde,1,B
austernpilz,pilze,austernpilz--pilze,1,B
austernpilz,fischsauce,austernpilz--fischsauce,1,B
austernpilz,miso,austernpilz--miso,1,B
austernpilz,tomatenmark,austernpilz--tomatenmark,2,B
worcester,kaffirlimette,kaffirlimette--worcester,1,B
worcester,chilischote,chilischote--worcester,1,B
worcester,knoblauch,knoblauch--worcester,1,B
worcester,limette,limette--worcester,1,B
maismehl,limette,limette--maismehl,2,B
maismehl,jalapeno,jalapeno--maismehl,1,B
maismehl,koriandergrün,koriandergrün--maismehl,2,B
maismehl,habanero,habanero--maismehl,1,B
maismehl,knoblauch,knoblauch--maismehl,2,B
maismehl,olivenöl,maismehl--olivenöl,2,B
maismehl,avocado,avocado--maismehl,2,B
maismehl,cumin,cumin--maismehl,2,B
maismehl,tomatenmark,maismehl--tomatenmark,1,B
kaffirlimette,chilischote,chilischote--kaffirlimette,4,B
kaffirlimette,mandarine,kaffirlimette--mandarine,1,B
kaffirlimette,dill,dill--kaffirlimette,1,B
kaffirlimette,limette,kaffirlimette--limette,4,B
kaffirlimette,koriandergrün,kaffirlimette--koriandergrün,1,B
kaffirlimette,olivenöl,kaffirlimette--olivenöl,2,B
kaffirlimette,knoblauch,kaffirlimette--knoblauch,4,B
kaffirlimette,rote_bete,kaffirlimette--rote_bete,1,B
kaffirlimette,crème_double,crème_double--kaffirlimette,1,B
salzzitrone,chilischote,chilischote--salzzitrone,2,B
salzzitrone,knoblauch,knoblauch--salzzitrone,2,B
salzzitrone,olivenöl,olivenöl--salzzitrone,2,B
salzzitrone,estragon,estragon--salzzitrone,1,B
salzzitrone,dill,dill--salzzitrone,1,B
salzzitrone,hühnerbrühe,hühnerbrühe--salzzitrone,1,B
salzzitrone,basilikum,basilikum--salzzitrone,1,B
salzzitrone,zucchini,salzzitrone--zucchini,1,B
habanero,koriandergrün,habanero--koriandergrün,1,B
habanero,knoblauch,habanero--knoblauch,1,B
habanero,olivenöl,habanero--olivenöl,1,B
habanero,avocado,avocado--habanero,1,B
habanero,cumin,cumin--habanero,1,B
habanero,limette,habanero--limette,1,B
habanero,jalapeno,habanero--jalapeno,1,B
habanero,tomatenmark,habanero--tomatenmark,1,B
weintrauben,chilischote,chilischote--weintrauben,1,B
weintrauben,knoblauch,knoblauch--weintrauben,1,B
weintrauben,olivenöl,olivenöl--weintrauben,1,B
olive,nudeln,nudeln--olive,1,B
olive,olivenöl,olive--olivenöl,4,B
olive,knoblauch,knoblauch--olive,4,B
olive,cumin,cumin--olive,1,B
olive,auberginen,auberginen--olive,1,B
olive,hühnerbrühe,hühnerbrühe--olive,1,B
olive,paniermehl,olive--paniermehl,1,B
olive,tomatenmark,olive--tomatenmark,2,B
olive,basilikum,basilikum--olive,3,B
olivenöl,knoblauch,knoblauch--olivenöl,58,B
olivenöl,avocado,avocado--olivenöl,4,B
olivenöl,honig,honig--olivenöl,2,B
olivenöl,feige,feige--olivenöl,1,B
olivenöl,schwarzer_knoblauch,olivenöl--schwarzer_knoblauch,3,B
olivenöl,curry,curry--olivenöl,3,B
olivenöl,balsamico,balsamico--olivenöl,1,B
olivenöl,cumin,cumin--olivenöl,20,B
olivenöl,pilze,olivenöl--pilze,2,B
olivenöl,mango,mango--olivenöl,1,B
olivenöl,granatapfelsirup,granatapfelsirup--olivenöl,1,B
olivenöl,golden_syrup,golden_syrup--olivenöl,1,B
olivenöl,rucola,olivenöl--rucola,1,B
olivenöl,crème_double,crème_double--olivenöl,1,B
olivenöl,miso,miso--olivenöl,4,B
olivenöl,rosmarin,olivenöl--rosmarin,1,B
olivenöl,zucchini,olivenöl--zucchini,1,B
olivenöl,nudeln,nudeln--olivenöl,5,B
olivenöl,paprika,olivenöl--paprika,1,B
olivenöl,couscous,couscous--olivenöl,1,B
olivenöl,babyspinat,babyspinat--olivenöl,5,B
olivenöl,chilischote,chilischote--olivenöl,39,B
olivenöl,crownprincekürbis,crownprincekürbis--olivenöl,1,B
olivenöl,weißwein,olivenöl--weißwein,1,B
olivenöl,banane,banane--olivenöl,1,B
olivenöl,dill,dill--olivenöl,11,B
olivenöl,limette,limette--olivenöl,27,B
olivenöl,hühnerbrühe,hühnerbrühe--olivenöl,8,B
olivenöl,rohrzucker,olivenöl--rohrzucker,1,B
olivenöl,jalapeno,jalapeno--olivenöl,3,B
olivenöl,tofu,olivenöl--tofu,2,B
olivenöl,basilikum,basilikum--olivenöl,8,B
olivenöl,sauerteigbrot,olivenöl--sauerteigbrot,2,B
olivenöl,koriandergrün,koriandergrün--olivenöl,17,B
olivenöl,safran,olivenöl--safran,1,B
olivenöl,tamarinde,olivenöl--tamarinde,2,B
olivenöl,isot_biber,isot_biber--olivenöl,3,B
olivenöl,estragon,estragon--olivenöl,3,B
olivenöl,curcuma,curcuma--olivenöl,5,B
olivenöl,auberginen,auberginen--olivenöl,7,B
olivenöl,aprikose,aprikose--olivenöl,1,B
olivenöl,wassermelone,olivenöl--wassermelone,1,B
olivenöl,rote_bete,olivenöl--rote_bete,1,B
olivenöl,schwarzkümmel,olivenöl--schwarzkümmel,4,B
olivenöl,paniermehl,olivenöl--paniermehl,2,B
olivenöl,radieschen,olivenöl--radieschen,3,B
olivenöl,tomatenmark,olivenöl--tomatenmark,12,B
olivenöl,thymian,olivenöl--thymian,4,B
knoblauch,spitzkohl,knoblauch--spitzkohl,2,B
knoblauch,avocado,avocado--knoblauch,4,B
knoblauch,honig,honig--knoblauch,2,B
knoblauch,schwarzer_knoblauch,knoblauch--schwarzer_knoblauch,3,B
knoblauch,curry,curry--knoblauch,1,B
knoblauch,balsamico,balsamico--knoblauch,1,B
knoblauch,cumin,cumin--knoblauch,18,B
knoblauch,pilze,knoblauch--pilze,2,B
knoblauch,granatapfelsirup,granatapfelsirup--knoblauch,1,B
knoblauch,mango,knoblauch--mango,1,B
knoblauch,golden_syrup,golden_syrup--knoblauch,1,B
knoblauch,frischkäse,frischkäse--knoblauch,1,B
knoblauch,crème_double,crème_double--knoblauch,1,B
knoblauch,miso,knoblauch--miso,3,B
knoblauch,rosmarin,knoblauch--rosmarin,1,B
knoblauch,choisum,choisum--knoblauch,1,B
knoblauch,zucchini,knoblauch--zucchini,1,B
knoblauch,grüner_spargel,grüner_spargel--knoblauch,1,B
knoblauch,nudeln,knoblauch--nudeln,5,B
knoblauch,couscous,couscous--knoblauch,1,B
knoblauch,babyspinat,babyspinat--knoblauch,5,B
knoblauch,chilischote,chilischote--knoblauch,41,B
knoblauch,crownprincekürbis,crownprincekürbis--knoblauch,1,B
knoblauch,weißwein,knoblauch--weißwein,1,B
knoblauch,mandarine,knoblauch--mandarine,2,B
knoblauch,dill,dill--knoblauch,11,B
knoblauch,limette,knoblauch--limette,31,B
knoblauch,hühnerbrühe,hühnerbrühe--knoblauch,7,B
knoblauch,rohrzucker,knoblauch--rohrzucker,1,B
knoblauch,jalapeno,jalapeno--knoblauch,3,B
knoblauch,tofu,knoblauch--tofu,4,B
knoblauch,basilikum,basilikum--knoblauch,7,B
knoblauch,sauerteigbrot,knoblauch--sauerteigbrot,2,B
knoblauch,koriandergrün,knoblauch--koriandergrün,17,B
knoblauch,safran,knoblauch--safran,1,B
knoblauch,tamarinde,knoblauch--tamarinde,4,B
knoblauch,isot_biber,isot_biber--knoblauch,2,B
knoblauch,estragon,estragon--knoblauch,2,B
knoblauch,curcuma,curcuma--knoblauch,6,B
knoblauch,fischsauce,fischsauce--knoblauch,3,B
knoblauch,auberginen,auberginen--knoblauch,6,B
knoblauch,aprikose,aprikose--knoblauch,1,B
knoblauch,rote_bete,knoblauch--rote_bete,1,B
knoblauch,schwarzkümmel,knoblauch--schwarzkümmel,2,B
knoblauch,paniermehl,knoblauch--paniermehl,2,B
knoblauch,radieschen,knoblauch--radieschen,5,B
knoblauch,tomatenmark,knoblauch--tomatenmark,12,B
knoblauch,thymian,knoblauch--thymian,4,B
avocado,chilischote,avocado--chilischote,1,B
avocado,limette,avocado--limette,2,B
avocado,dill,avocado--dill,1,B
avocado,jalapeno,avocado--jalapeno,1,B
avocado,sauerteigbrot,avocado--sauerteigbrot,1,B
avocado,koriandergrün,avocado--koriandergrün,2,B
avocado,cumin,avocado--cumin,3,B
avocado,isot_biber,avocado--isot_biber,1,B
avocado,auberginen,auberginen--avocado,1,B
avocado,radieschen,avocado--radieschen,1,B
avocado,tomatenmark,avocado--tomatenmark,1,B
honig,grüner_spargel,grüner_spargel--honig,1,B
honig,chilischote,chilischote--honig,2,B
honig,limette,honig--limette,2,B
honig,koriandergrün,honig--koriandergrün,1,B
honig,tamarinde,honig--tamarinde,1,B
schwarzer_knoblauch,chilischote,chilischote--schwarzer_knoblauch,1,B
schwarzer_knoblauch,balsamico,balsamico--schwarzer_knoblauch,1,B
schwarzer_knoblauch,cumin,cumin--schwarzer_knoblauch,1,B
schwarzer_knoblauch,thymian,schwarzer_knoblauch--thymian,1,B
curry,chilischote,chilischote--curry,2,B
curry,limette,curry--limette,2,B
curry,koriandergrün,curry--koriandergrün,1,B
curry,thymian,curry--thymian,1,B
curry,cumin,cumin--curry,2,B
curry,estragon,curry--estragon,1,B
